Date,Time,Site,Tracker_ID,NOCA_ID,Band,Colour_L,Colour_R,Sex,GPS_ID,Lat,Lon,Signal,Gain,Angle,Direction,Receiver,Temperature,Wind,Cloud,Precipitations,Snow_depth,Snow_hardness,Snow_water
11-15-2024,10:40,3,LF,640,2991-46021,Brown/Black,Metal/Yellow,F,11-15-24 NOCA640,45.41108,-73.93045,NA,NA,NA,NA,NEW,4,9,15,0,0,0,0
11-17-2024,8:45,3,LF,617,2991-45868,Red/Yellow,Metal/Yellow,F,11-17-24 NOCA617,45.40871,-73.93303,200,30,142,STRAIGHT,NEW,1,9,20,0,0,0,0
11-17-2024,9:00,3,LF,629,2991-46011,Red/Green,Metal/Green,M,11-17-24 NOCA628,45.40751,-73.93332,230,20,186,STRAIGHT,NEW,1,9,15,0,0,0,0
11-17-2024,9:30,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,11-17-24 NOCA614,45.40866,-73.93303,212,30,141,UP,NEW,3,10,10,0,0,0,0
11-17-2024,10:20,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,11-17-24 NOCA631,45.41191,-73.93036,194,40,137,UP,NEW,5,10,32,0,0,0,0
11-17-2024,11:00,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,11-17-24 NOCA623,45.40638,-73.92741,237,20,200,UP,NEW,5,10,15,0,0,0,0
11-17-2024,11:30,3,LF,635,2991-46014,Red/Black,Metal/Green,M,11-17-24 NOCA635,45.40767,-73.92611,210,30,207,STRAIGHT,NEW,7,10,25,0,0,0,0
11-17-2024,12:00,4,LF,632,2991-46009,Green/Black,Metal/Yellow,F,11-17-24 NOCA632,45.41427,-73.92688,113,70,110,UP,NEW,7,10,80,0,0,0,0
11-17-2024,12:15,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,11-17-24 NOCA620,45.41638,-73.92119,206,30,130,UP,NEW,7,9,70,0,0,0,0
11-17-2024,12:45,3,LF,637,2991-46015,Red/White,Metal/Green,M,11-17-24 NOCA637,45.41011,-73.91961,231,20,180,DOWN,NEW,8,10,75,0,0,0,0
11-24-2024,8:40,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,11-24-24 NOCA614,45.40890,-73.93296,208,30,180,UP,NEW,1,28,15,0,0,0,0
11-24-2024,9:45,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,11-24-24 NOCA620,45.40719,-73.93337,160,50,165,UP,NEW,2,28,30,0,0,0,0
11-24-2024,10:15,3,LF,617,2991-45868,Red/Yellow,Metal/Yellow,F,11-24-24 NOCA617,45.41083,-73.93034,190,40,130,UP,NEW,3,30,80,0,0,0,0
11-24-2024,10:45,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,11-24-24 NOCA617#2,45.41066,-73.92928,220,30,145,UP,NEW,3,29,90,0,0,0,0
11-24-2024,10:40,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,11-24-24 NOCA608,45.41147,-73.92912,170,50,150,UP,NEW,3,29,90,0,0,0,0
11-24-2024,11:05,3,LF,635,2991-46014,Red/Black,Metal/Green,M,11-24-24 NOCA635,45.41037,-73.92078,214,30,130,UP,NEW,3,29,95,0,0,0,0
11-24-2024,11:20,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,11-24-24 NOCA623,45.40908,-73.92177,247,20,160,UP,NEW,3,30,80,0,0,0,0
11-24-2024,12:20,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,11-24-24 NOCA631,45.41296,-73.92879,202,40,201,UP,NEW,4,29,55,0,0,0,0
11-29-2024,8:30,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,11-29-24 NOCA617,45.41143,-73.93056,226,20,244,UP,NEW,-1,6,98,0,0,0,0
11-29-2024,9:30,3,LF,637,2991-46015,Red/White,Metal/Green,M,11-29-24 NOCA637,45.40936,-73.92130,227,20,200,STRAIGHT,NEW,0,7,90,0,0,0,0
11-29-2024,9:45,3,LF,635,2991-46014,Red/Black,Metal/Green,M,11-29-24 NOCA635,45.41043,-73.92162,222,20,180,STRAIGHT,NEW,0,7,90,0,0,0,0
11-29-2024,11:40,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,11-29-24 NOCA620,45.40686,-73.93343,207,30,250,UP,NEW,1,8,60,0,0,0,0
11-29-2024,12:00,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,11-29-24 NOCA608,45.40643,-73.93401,230,30,255,STRAIGHT,NEW,1,9,60,0,0,0,0
11-29-2024,12:30,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,11-29-24 NOCA614,45.40548,-73.93501,227,20,290,DOWN,NEW,1,12,60,0,0,0,0
11-29-2024,10:04,4,AMC,627,2991-10810,Blue/White,Metal/Green,M,11-29-24 NOCA641-627,45.42950,-73.93832,230,20,NA,NA,NEW,1,14,90,0,0,0,0
12-06-2024,9:00,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,12-06-24 NOCA608,45.41070,-73.92928,215,30,300,UP,NEW,-8,25,20,0,6,1,2
12-06-2024,9:15,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,12-06-24 NOCA617,45.41069,-73.92928,240,20,300,DOWN,NEW,-8,25,20,0,6,1,2
12-06-2024,9:25,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,12-06-24 NOCA631,45.41259,-73.92899,197,30,270,UP,NEW,-8,25,20,0,6,1,2
12-06-2024,9:45,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,12-06-24 NOCA623,45.40769,-73.92609,228,30,270,UP,NEW,-7,23,10,0,6,1,2
12-06-2024,12:00,3,LF,635,2991-46014,Red/Black,Metal/Green,M,12-06-24 NOCA635,45.41007,-73.91996,197,30,100,UP,NEW,-7,24,50,0,6,1,2
12-06-2024,12:45,3,LF,637,2991-46015,Red/White,Metal/Green,M,12-06-24 NOCA637,45.41024,-73.91888,197,30,120,STRAIGHT,NEW,-7,22,50,0,6,1,2
12-06-2024,14:51,4,ET,627,2991-10810,Blue/White,Metal/Green,M,12-06-24 NOCA627,45.42995,-73.93767,221,20,169,STRAIGHT,NEW,-6,24,40,0,0,0,0
12-08-2024,9:20,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,12-08-24 NOCA620,45.40686,-73.93256,224,30,120,UP,NEW,2,17,100,0,14,4,3
12-08-2024,9:45,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,12-08-24 NOCA630,45.40780,-73.93329,203,30,265,UP,NEW,2,17,100,0,14,4,3
12-08-2024,10:30,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,12-08-24 NOCA614,45.40632,-73.93279,190,20,228,UP,NEW,2,19,100,0,14,4,3
12-13-2024,8:30,3,LF,637,2991-46015,Red/White,Metal/Green,M,12-13-24 NOCA637,45.41005,-73.92005,201,30,196,UP,NEW,-7,11,40,0,7,1,1
12-13-2024,8:45,3,LF,635,2991-46014,Red/Black,Metal/Green,M,12-13-24 NOCA635,45.41056,-73.92155,213,20,200,DOWN,NEW,-7,11,40,0,7,1,1
12-13-2024,9:30,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,12-13-24 NOCA623,45.40771,-73.92617,210,30,230,DOWN,NEW,-6,13,5,0,7,1,1
12-13-2024,11:00,4,LF,627,2991-10810,Blue/White,Metal/Green,M,12-13-24 NOCA627,45.42990,-73.93820,212,30,185,UP,NEW,-6,20,0,0,7,1,1
12-15-2024,9:30,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,12-15-24 NOCA608,45.41070,-73.92931,184,30,222,UP,NEW,-10,12,100,0,6,4,1
12-13-2024,9:32,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,12-13-24 NOCA631,45.41349,-73.92946,127,30,9,UP,OLD,-8,18,0,0,7,1,1
12-13-2024,9:59,3,ET,617,2991-45869,Red/Yellow,Metal/Yellow,F,12-13-24 NOCA617,45.41151,-73.92910,157,30,293,UP,OLD,-7,19,0,0,7,1,1
12-13-2024,11:49,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,12-13-24 NOCA630,45.41154,-73.92911,151,30,230,UP,OLD,-6,23,0,0,7,1,1
12-13-2024,12:06,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,12-13-24 NOCA614,45.40871,-73.93299,150,40,105,STRAIGHT,OLD,-6,23,0,0,7,1,1
12-13-2024,12:33,4,ET,620,2651-73197,Red/Black,Metal/Yellow,F,12-13-24 NOCA620,45.40878,-73.93304,152,30,260,STRAIGHT,OLD,-5,24,10,0,7,1,1
12-18-2024,8:30,3,LF,635,2991-46014,Red/Black,Metal/Green,M,12-18-24 NOCA635,45.41109,-73.91972,229,30,175,DOWN,NEW,2,10,100,0,0,1,3
12-18-2024,9:15,3,LF,637,2991-46015,Red/White,Metal/Green,M,12-18-24 NOCA637,45.41098,-73.92012,226,30,212,DOWN,NEW,2,9,100,0,0,1,3
12-18-2024,10:00,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,12-18-24 NOCA623,45.40641,-73.92479,198,30,186,UP,NEW,3,8,100,0,0,1,3
12-18-2024,11:15,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,12-18-24 NOCA630,45.40776,-73.93327,219,20,241,DOWN,NEW,4,15,100,0,0,1,3
12-18-2024,11:50,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,12-18-24 NOCA631,45.41110,-73.93048,240,30,280,STRAIGHT,NEW,3,11,100,0,0,1,3
12-18-2024,11:55,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,12-18-24 NOCA608,45.41116,-73.93045,198,30,260,STRAIGHT,NEW,3,11,100,0,0,1,3
12-18-2024,12:20,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,12-18-24 NOCA617,45.41270,-73.93250,210,20,67,STRAIGHT,NEW,4,15,100,0.1,0,1,3
12-19-2024,9:52,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,12-19-24 NOCA630,45.40779,-73.93321,166,30,94,UP,OLD,-4,20,10,0,2,2,0
12-19-2024,10:05,4,ET,620,2651-73197,Red/Black,Metal/Yellow,F,12-19-24 NOCA620,45.40776,-73.93328,153,30,94,UP,OLD,-4,20,10,0,2,2,0
12-19-2024,10:23,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,12-19-24 NOCA614,45.40781,-73.93324,151,30,81,UP,OLD,-4,20,15,0,2,2,0
12-22-2024,8:20,4,LF,627,2991-10810,Blue/White,Metal/Green,M,12-22-24 NOCA627,45.42881,-73.93695,208,30,224,DOWN,NEW,-16,9,5,0,10,3,2
12-22-2024,12:40,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,12-22-24 NOCA620,45.40689,-73.93379,197,30,255,STRAIGHT,NEW,-13,11,0,0,3,1,2
12-22-2024,13:00,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,12-22-24 NOCA614,45.40586,-73.93567,228,20,217,DOWN,NEW,-13,11,0,0,3,1,2
12-29-2024,8:30,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,12-29-24 NOCA631,45.41190,-73.93049,227,20,235,STRAIGHT,NEW,-2,4,100,0,12,1,2
12-29-2024,8:50,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,12-29-24 NOCA620,45.40759,-73.93246,214,20,218,STRAIGHT,NEW,-2,4,100,0,12,1,2
12-29-2024,8:50,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,12-29-24 NOCA630,45.40768,-73.93250,222,20,218,STRAIGHT,NEW,-2,4,100,0,12,1,2
12-29-2024,9:20,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,12-29-24 NOCA614,45.40767,-73.93253,205,30,224,UP,NEW,-2,7,100,0,12,1,2
12-29-2024,9:40,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,12-29-24 NOCA623,45.40751,-73.92542,234,20,203,STRAIGHT,NEW,-2,8,100,0,12,1,2
12-29-2024,11:00,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,12-29-24 NOCA617,45.41093,-73.93018,230,30,238,STRAIGHT,NEW,-1,6,100,0,12,1,2
12-29-2024,12:30,3,LF,635,2991-46014,Red/Black,Metal/Green,M,12-29-24 NOCA635,45.41067,-73.92162,207,20,236,STRAIGHT,NEW,-1,8,100,0,12,1,2
12-29-2024,12:30,3,LF,637,2991-46015,Red/White,Metal/Green,M,12-29-24 NOCA637,45.41067,-73.92162,214,20,236,STRAIGHT,NEW,-1,8,100,0,12,1,2
01-02-2025,8:50,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,01-02-25 NOCA608,45.41072,-73.93044,194,30,80,UP,NEW,-1,26,98,0,2,2,1
01-02-2025,10:10,4,LF,627,2991-10810,Blue/White,Metal/Green,M,01-02-25 NOCA627,45.42963,-73.93831,210,20,110,STRAIGHT,NEW,-1,28,100,0,5,3,1
01-05-2025,8:50,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,01-05-25 NOCA631,45.41124,-73.93048,216,20,134,STRAIGHT,NEW,-12,19,100,0,3,4,1
01-05-2025,9:00,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,01-05-25 NOCA608,45.41121,-73.93057,227,20,270,DOWN,NEW,-12,19,100,0,3,4,1
01-05-2025,9:20,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,01-05-25 NOCA617,45.41085,-73.93014,235,20,210,STRAIGHT,NEW,-12,17,100,0,3,4,1
01-05-2025,10:30,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,01-05-25 NOCA630,45.40697,-73.93440,218,20,168,DOWN,NEW,-13,16,100,0,3,4,1
01-05-2025,10:45,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,01-05-25 NOCA620,45.40699,-73.93341,200,30,241,UP,NEW,-13,16,100,0,3,4,1
01-05-2025,12:00,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,01-05-25 NOCA623,45.40715,-73.92596,202,30,255,UP,NEW,-13,15,100,0,3,4,1
01-07-2025,9:15,4,LF,627,2991-10810,Blue/White,Metal/Green,M,01-07-25 NOCA627,45.41982,-73.93848,203,30,195,STRAIGHT,NEW,-9,22,100,0,7,1,1
01-10-2025,10:34,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,01-10-25 NOCA631,45.41051,-73.92925,164,20,344,UP,OLD,-7,21,0,0,11,1,1
01-10-2025,10:34,3,ET,617,2991-45869,Red/Yellow,Metal/Yellow,F,01-10-25 NOCA617,45.41051,-73.92925,157,20,344,UP,OLD,-7,21,0,0,11,1,1
01-10-2025,11:40,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,01-10-25 NOCA614,45.40778,-73.93318,151,30,158,UP,OLD,-6,21,0,0,11,1,1
01-10-2025,11:54,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,01-10-25 NOCA630,45.40768,-73.93320,152,30,150,UP,OLD,-6,21,0,0,11,1,1
01-12-2025,8:30,3,LF,635,2991-46014,Red/Black,Metal/Green,M,01-12-25 NOCA635,45.41007,-73.92012,204,30,110,STRAIGHT,NEW,-10,9,0,0,17,1,1
01-12-2025,8:40,3,LF,637,2991-46015,Red/White,Metal/Green,M,01-12-25 NOCA637,45.40923,-73.92089,207,30,128,UP,NEW,-10,9,0,0,17,1,1
01-12-2025,9:00,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,01-12-25 NOCA623,45.40691,-73.92595,214,30,138,DOWN,NEW,-10,9,0,0,17,1,1
01-12-2025,9:30,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,01-12-25 NOCA631,45.41034,-73.93063,203,30,127,STRAIGHT,NEW,-8,10,0,0,17,1,1
01-12-2025,9:40,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,01-12-25 NOCA608,45.41002,-73.93022,249,10,117,UP,NEW,-8,10,0,0,17,1,1
01-12-2025,9:40,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,01-12-25 NOCA631-2,45.41002,-73.93022,250,10,117,UP,NEW,-8,10,0,0,17,1,1
01-12-2025,9:50,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,01-12-25 NOCA617,45.41028,-73.93066,230,20,135,DOWN,NEW,-8,10,0,0,17,1,1
01-12-2025,11:20,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,01-12-25 NOCA630,45.40671,-73.93270,217,20,179,STRAIGHT,NEW,-7,10,20,0,17,1,1
01-12-2025,11:40,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,01-12-25 NOCA620,45.40681,-73.93327,212,20,103,STRAIGHT,NEW,-6,11,30,0,17,1,1
01-12-2025,12:10,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,01-12-25 NOCA614,45.40712,-73.93340,180,40,103,UP,NEW,-5,11,60,0,17,1,1
01-14-2025,9:20,4,LF,627,2991-10810,Blue/White,Metal/Green,M,01-14-25 NOCA627,45.42809,-73.93761,227,20,63,UP,NEW,-5,22,50,0,17,1,1
01-17-2025,9:09,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,01-17-25 NOCA631,45.41003,-73.93047,163,20,78,UP,OLD,-5,8,100,0,17,1,1
01-17-2025,9:43,3,ET,617,2991-45869,Red/Yellow,Metal/Yellow,F,01-17-25 NOCA617,45.41091,-73.93007,164,20,338,STRAIGHT,OLD,-5,9,100,0,17,1,1
01-17-2025,10:25,4,ET,620,2651-73197,Red/Black,Metal/Yellow,F,01-17-25 NOCA620,45.40765,-73.93322,164,30,83,UP,OLD,-4,11,100,0,17,1,1
01-17-2025,10:25,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,01-17-25 NOCA614,45.40765,-73.93322,158,30,83,UP,OLD,-4,11,100,0,17,1,1
01-17-2025,11:14,3,ET,637,2991-46015,Red/White,Metal/Green,M,01-17-25 NOCA637,45.40705,-73.92603,155,30,135,UP,OLD,-3,11,100,0,17,1,1
01-19-2025,9:20,3,LF,635,2991-46014,Red/Black,Metal/Green,M,01-19-25 NOCA635,45.40950,-73.92048,224,20,227,UP,NEW,-11,17,40,0,13,2,2
01-19-2025,9:40,3,LF,637,2991-46015,Red/White,Metal/Green,M,01-19-25 NOCA637,45.40696,-73.92595,200,30,222,UP,NEW,-11,17,50,0,13,2,2
01-19-2025,9:50,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,01-19-25 NOCA623,45.40691,-73.92596,223,20,229,UP,NEW,-11,17,50,0,13,2,2
01-19-2025,10:30,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,01-19-25 NOCA617,45.41129,-73.92915,244,20,256,STRAIGHT,NEW,-12,20,90,0,13,2,2
01-19-2025,10:45,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,01-19-25 NOCA608,45.41071,-73.92930,201,30,255,UP,NEW,-12,20,100,0,13,2,2
01-19-2025,11:00,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,01-19-25 NOCA631,45.41158,-73.92912,206,40,260,STRAIGHT,NEW,-12,20,100,0,13,2,2
01-19-2025,12:00,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,01-19-25 NOCA620,45.40705,-73.93338,203,30,256,STRAIGHT,NEW,-11,15,60,0,13,2,2
01-19-2025,12:15,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,01-19-25 NOCA630,45.40736,-73.93336,203,30,249,STRAIGHT,NEW,-11,15,60,0,13,2,2
01-19-2025,12:25,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,01-19-25 NOCA620#2,45.40742,-73.93325,229,20,228,UP,NEW,-11,15,60,0,13,2,2
01-24-2025,11:12,4,ET,620,2651-73197,Red/Black,Metal/Yellow,F,01-24-25 NOCA620,45.40677,-73.93342,152,30,127,UP,OLD,-11,14,0,0,17,1,1
01-24-2025,11:25,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,01-24-25 NOCA614,45.40715,-73.93337,150,30,13,UP,OLD,-11,14,0,0,17,1,1
01-24-2025,11:33,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,01-24-25 NOCA630,45.40714,-73.93337,152,30,295,UP,OLD,-11,15,0,0,17,1,1
01-24-2025,11:58,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,01-24-25 NOCA631,45.41088,-73.93010,173,20,74,STRAIGHT,OLD,-10,15,0,0,17,1,1
01-24-2025,12:15,3,ET,617,2991-45869,Red/Yellow,Metal/Yellow,F,01-24-25 NOCA617,45.41082,-73.93004,156,30,77,STRAIGHT,OLD,-10,16,0,0,17,1,1
01-24-2025,12:30,4,ET,608,2651-73186,Blue/Black,Metal/Yellow,F,01-24-25 NOCA608,45.41064,-73.92916,171,30,270,UP,OLD,-10,16,0,0,17,1,1
01-26-2025,9:55,3,LF,635,2991-46014,Red/Black,Metal/Green,M,01-26-25 NOCA635,45.40767,-73.93324,196,30,277,UP,NEW,0,28,60,0,18,2,2
01-26-2025,11:30,3,LF,637,2991-46015,Red/White,Metal/Green,M,01-26-25 NOCA637,45.41053,-73.92157,217,20,219,STRAIGHT,NEW,1,37,100,0,18,2,2
01-31-2025,8:42,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,01-31-25 NOCA614,45.40679,-73.93340,151,30,117,UP,OLD,-8,3,95,0,21,1,1
01-31-2025,8:42,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,01-31-25 NOCA630,45.40679,-73.93340,162,30,117,UP,OLD,-8,3,95,0,21,1,1
01-31-2025,8:55,4,ET,620,2651-73197,Red/Black,Metal/Yellow,F,01-31-25 NOCA620,45.40773,-73.93330,162,20,333,STRAIGHT,OLD,-8,4,96,0,21,1,1
01-31-2025,9:23,4,ET,608,2651-73186,Blue/Black,Metal/Yellow,F,01-31-25 NOCA608,45.41085,-73.93018,161,30,163,UP,OLD,-7,5,100,0,21,1,1
01-31-2025,9:43,3,ET,617,2991-45869,Red/Yellow,Metal/Yellow,F,01-31-25 NOCA617,45.41185,-73.92895,152,30,100,UP,OLD,-7,5,98,0,21,1,1
01-31-2025,11:00,3,ET,635,2991-46014,Red/Black,Metal/Green,M,01-31-25 NOCA635,45.41081,-73.92074,153,30,138,UP,OLD,-5,5,70,0,21,1,1
02-07-2025,9:24,4,ET,620,2651-73197,Red/Black,Metal/Yellow,F,02-07-25 NOCA620,45.40709,-73.93334,152,30,300,UP,OLD,-6,35,25,0,31,1,1
02-07-2025,10:56,3,ET,637,2991-46015,Red/White,Metal/Green,M,02-07-25 NOCA637,45.41043,-73.92081,150,30,113,UP,OLD,-6,36,35,0,31,1,1
02-07-2025,12:53,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,02-07-25 NOCA614,45.40738,-73.93324,153,30,120,UP,OLD,-5,34,85,0,31,1,1
02-07-2025,12:55,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,02-07-25 NOCA630,45.40733,-73.93328,173,30,120,UP,OLD,-5,34,85,0,31,1,1
02-08-2025,8:35,4,LF,627,2991-10810,Blue/White,Metal/Green,M,02-08-25 NOCA627,45.43122,-73.93854,202,30,146,UP,NEW,-11,9,0,0,27,1,2
02-09-2025,9:00,3,LF,635,2991-46014,Red/Black,Metal/Green,M,02-09-25 NOCA635,45.41060,-73.92071,220,20,210,STRAIGHT,NEW,-9,7,20,0,31,1,2
02-09-2025,9:15,3,LF,637,2991-46015,Red/White,Metal/Green,M,02-09-25 NOCA637,45.41028,-73.91890,224,20,224,STRAIGHT,NEW,-9,7,20,0,31,1,2
02-09-2025,10:30,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,02-09-25 NOCA631,45.41085,-73.93021,237,20,190,STRAIGHT,NEW,-8,8,60,0,31,1,2
02-09-2025,11:00,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,02-09-25 NOCA608,45.41114,-73.93048,221,20,236,UP,NEW,-8,8,90,0,31,1,2
02-09-2025,11:20,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,02-09-25 NOCA617,45.41060,-73.93069,198,30,235,UP,NEW,-8,8,90,0,31,1,2
02-11-2025,12:40,4,LF,627,2991-10810,Blue/White,Metal/Green,M,02-11-25 NOCA627,45.43008,-73.93777,205,30,150,STRAIGHT,NEW,-5,24,40,0,25,1,1
02-20-2025,NA,4,AMC,608,2651-73186,Blue/Black,Metal/Yellow,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-21-2025,8:26,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,01-21-25 NOCA630,45.40748,-73.93326,184,20,80,UP,OLD,-12,18,100,0,61,1,1
02-21-2025,8:26,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,01-21-25 NOCA614,45.40748,-73.93326,155,30,120,UP,OLD,-12,18,100,0,61,1,1
02-21-2025,9:16,3,ET,635,2991-46014,Red/Black,Metal/Green,M,01-21-25 NOCA635,45.41037,-73.92081,150,30,115,UP,OLD,-11,19,99,0,61,1,1
02-21-2025,10:08,3,ET,617,2991-45869,Red/Yellow,Metal/Yellow,F,01-21-25 NOCA617,45.41086,-73.93012,155,30,110,UP,OLD,-9,20,70,0,61,1,1
02-21-2025,10:58,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,01-21-25 NOCA631,45.41105,-73.93053,145,30,110,UP,OLD,-8,21,65,0,61,1,1
02-21-2025,12:20,4,ET,620,2651-73197,Red/Black,Metal/Yellow,F,01-21-25 NOCA620,45.40771,-73.93319,151,30,116,UP,OLD,-7,25,98,0,61,1,1
02-22-2025,9:40,4,LF,627,2991-10810,Blue/White,Metal/Green,M,02-22025 NOCA627,45.43039,-73.93795,245,10,60,UP,NEW,-11,9,0,0,46,1,1
02-22-2025,11:42,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,01-22-25 NOCA631,45.40714,-73.92828,150,30,307,UP,OLD,-7,11,100,0,61,1,1
02-22-2025,12:40,3,ET,637,2991-46015,Red/White,Metal/Green,M,01-22-25 NOCA637,45.41074,-73. 92072,150,30,114,UP,OLD,-5,12,100,0,61,1,1
02-22-2025,13:23,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,01-22-25 NOCA630,45.40740,-73.93326,170,20,84,UP,OLD,-4,12,100,0,61,1,1
02-23-2025,8:50,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,02-23-25 NOCA630,45.40720,-73.93261,204,30,240,STRAIGHT,NEW,-3,12,100,0,56,1,1
02-23-2025,9:00,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,02-23-25 NOCA620,45.40678,-73.93267,207,30,266,STRAIGHT,NEW,-3,12,100,0,56,1,1
02-23-2025,9:50,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,02-23-25 NOCA631,45.41116,-73.93052,243,20,223,STRAIGHT,NEW,-3,12,100,0,56,1,1
02-23-2025,9:50,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,02-23-25 NOCA617,45.41116,-73.93052,202,30,223,STRAIGHT,NEW,-3,12,100,0,56,1,1
02-23-2025,11:10,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,02-23-25 NOCA614,45.40770,-73.93325,250,20,215,UP,NEW,-3,15,100,0,56,1,1
02-23-2025,12:00,3,LF,635,2991-46014,Red/Black,Metal/Green,M,02-23-25 NOCA635,45.41041,-73.92077,208,30,172,STRAIGHT,NEW,-2,15,100,0,56,1,1
02-23-2025,12:20,3,LF,637,2991-46015,Red/White,Metal/Green,M,02-23-25 NOCA637,45.41125,-73.92153,196,30,166,STRAIGHT,NEW,-2,15,100,0,56,1,1
02-28-2025,8:30,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,02-28-25 NOCA630,45.40736,-73.93329,156,30,120,UP,OLD,-10,20,0,0,41,1,1
