Lon,Lat,Station_ID,Date,Year,Month,Day,Max_temp,Min_temp,Mean_temp,Total_precip,Snow_on_grnd,Speed_max_gust_wind,,,,,,,,,,
-73.74,45.47,PETI,2023-07-03,2023,7,3,28.1,20.2,24.1,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-04,2023,7,4,28.6,19.6,24.1,3.8,0,42,,,,,,,,,,
-73.74,45.47,PETI,2023-07-05,2023,7,5,30.8,20.4,25.6,0.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-06,2023,7,6,32.6,22.8,27.7,0,0,40,,,,,,,,,,
-73.74,45.47,PETI,2023-07-07,2023,7,7,27.8,20.9,24.3,0.5,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-08,2023,7,8,28.8,21.2,25,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-09,2023,7,9,28,20,24,3.8,0,33,,,,,,,,,,
-73.74,45.47,PETI,2023-07-10,2023,7,10,22.2,19.6,20.9,10.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-11,2023,7,11,29.4,19.2,24.3,5.5,0,43,,,,,,,,,,
-73.74,45.47,PETI,2023-07-12,2023,7,12,25.7,18.1,21.9,0,0,32,,,,,,,,,,
-73.74,45.47,PETI,2023-07-13,2023,7,13,27.6,18.4,23,36.1,0,110,,,,,,,,,,
-73.74,45.47,PETI,2023-07-14,2023,7,14,26,16.5,21.3,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-15,2023,7,15,28.3,17.2,22.8,0.3,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-16,2023,7,16,27.8,20.7,24.2,12.7,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-17,2023,7,17,28.9,21.5,25.2,0,0,41,,,,,,,,,,
-73.74,45.47,PETI,2023-07-18,2023,7,18,26.8,18.7,22.8,10.2,0,31,,,,,,,,,,
-73.74,45.47,PETI,2023-07-19,2023,7,19,26,17.7,21.8,0,0,32,,,,,,,,,,
-73.74,45.47,PETI,2023-07-20,2023,7,20,27.3,16.4,21.8,0.3,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-21,2023,7,21,25.8,18,21.9,26,0,125,,,,,,,,,,
-73.74,45.47,PETI,2023-07-22,2023,7,22,24.6,17.7,21.2,0,0,43,,,,,,,,,,
-73.74,45.47,PETI,2023-07-23,2023,7,23,27.7,16.9,22.3,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-24,2023,7,24,28.4,19.6,24,0,0,36,,,,,,,,,,
-73.74,45.47,PETI,2023-07-25,2023,7,25,27.1,19.5,23.3,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-26,2023,7,26,29.2,20.6,24.9,0,0,38,,,,,,,,,,
-73.74,45.47,PETI,2023-07-27,2023,7,27,25.3,19.4,22.3,27.6,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-28,2023,7,28,28.1,19.6,23.9,23.4,0,37,,,,,,,,,,
-73.74,45.47,PETI,2023-07-29,2023,7,29,19.6,12.8,16.2,0.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-07-30,2023,7,30,24.9,10.6,17.8,6.6,0,41,,,,,,,,,,
-73.74,45.47,PETI,2023-07-31,2023,7,31,22.3,12.7,17.5,3.2,0,35,,,,,,,,,,
-73.74,45.47,PETI,2023-08-01,2023,8,1,21.3,10,15.6,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-02,2023,8,2,24.1,10.9,17.5,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-03,2023,8,3,25,16.7,20.8,7.2,0,165,,,,,,,,,,
-73.74,45.47,PETI,2023-08-04,2023,8,4,25.7,17,21.4,3.1,0,36,,,,,,,,,,
-73.74,45.47,PETI,2023-08-05,2023,8,5,25.2,14.9,20,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-06,2023,8,6,26.5,16.4,21.5,0,0,32,,,,,,,,,,
-73.74,45.47,PETI,2023-08-07,2023,8,7,22.1,18.9,20.5,2.8,0,36,,,,,,,,,,
-73.74,45.47,PETI,2023-08-08,2023,8,8,26.2,17.8,22,6.6,0,31,,,,,,,,,,
-73.74,45.47,PETI,2023-08-09,2023,8,9,27.7,16.6,22.1,0,0,33,,,,,,,,,,
-73.74,45.47,PETI,2023-08-10,2023,8,10,26.9,15.6,21.3,15.2,0,49,,,,,,,,,,
-73.74,45.47,PETI,2023-08-11,2023,8,11,23.5,16.2,19.8,0,0,42,,,,,,,,,,
-73.74,45.47,PETI,2023-08-12,2023,8,12,24.8,15.1,19.9,20.3,0,47,,,,,,,,,,
-73.74,45.47,PETI,2023-08-13,2023,8,13,25.4,18.3,21.8,0,0,45,,,,,,,,,,
-73.74,45.47,PETI,2023-08-14,2023,8,14,24.4,16.5,20.4,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-15,2023,8,15,26.5,15.9,21.2,0.5,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-16,2023,8,16,25,18.9,21.9,0.4,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-17,2023,8,17,28.5,18,23.3,0.2,0,41,,,,,,,,,,
-73.74,45.47,PETI,2023-08-18,2023,8,18,24.2,16.1,20.2,6.4,0,45,,,,,,,,,,
-73.74,45.47,PETI,2023-08-19,2023,8,19,20,14.5,17.3,6.7,0,36,,,,,,,,,,
-73.74,45.47,PETI,2023-08-20,2023,8,20,25.8,16,20.9,0,0,39,,,,,,,,,,
-73.74,45.47,PETI,2023-08-21,2023,8,21,22,14.5,18.3,0,0,33,,,,,,,,,,
-73.74,45.47,PETI,2023-08-22,2023,8,22,24.3,13,18.7,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-23,2023,8,23,25.6,11.8,18.7,0.5,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-24,2023,8,24,26.3,15.4,20.8,4.1,0,43,,,,,,,,,,
-73.74,45.47,PETI,2023-08-25,2023,8,25,20.5,16.1,18.3,1.1,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-26,2023,8,26,24.9,14.6,19.7,0.8,0,34,,,,,,,,,,
-73.74,45.47,PETI,2023-08-27,2023,8,27,23.5,13.6,18.5,0.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-28,2023,8,28,25.1,12.7,18.9,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-29,2023,8,29,25.9,17.1,21.5,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-08-30,2023,8,30,22.9,12.6,17.8,30.3,0,58,,,,,,,,,,
-73.74,45.47,PETI,2023-08-31,2023,8,31,20.9,9.6,15.2,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-01,2023,9,1,23.4,12.8,18.1,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-02,2023,9,2,25,15.5,20.3,0,0,46,,,,,,,,,,
-73.74,45.47,PETI,2023-09-03,2023,9,3,27.9,18.9,23.4,0,0,31,,,,,,,,,,
-73.74,45.47,PETI,2023-09-04,2023,9,4,29.7,19.5,24.6,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-05,2023,9,5,30.8,22.2,26.5,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-06,2023,9,6,31.4,22.5,26.9,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-07,2023,9,7,30.2,22,26.1,0,0,35,,,,,,,,,,
-73.74,45.47,PETI,2023-09-08,2023,9,8,26.8,17.7,22.3,0,0,36,,,,,,,,,,
-73.74,45.47,PETI,2023-09-09,2023,9,9,21.8,14.4,18.1,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-10,2023,9,10,19.5,14.5,17,11.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-11,2023,9,11,23.3,13.4,18.3,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-12,2023,9,12,22.2,14.4,18.3,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-13,2023,9,13,24.1,15.3,19.7,8.5,0,39,,,,,,,,,,
-73.74,45.47,PETI,2023-09-14,2023,9,14,17.3,10.4,13.9,0,0,38,,,,,,,,,,
-73.74,45.47,PETI,2023-09-15,2023,9,15,21.8,8.1,14.9,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-16,2023,9,16,23.4,11.8,17.6,0,0,33,,,,,,,,,,
-73.74,45.47,PETI,2023-09-17,2023,9,17,23.5,12.4,17.9,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-18,2023,9,18,18.8,15.2,17,0.5,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-19,2023,9,19,17,14.2,15.6,0.9,0,36,,,,,,,,,,
-73.74,45.47,PETI,2023-09-20,2023,9,20,20,11.4,15.7,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-21,2023,9,21,21.1,9.2,15.2,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-22,2023,9,22,22.6,9.5,16.1,0.5,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-23,2023,9,23,22,10,16,0.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-24,2023,9,24,23.5,13.5,18.5,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-25,2023,9,25,20.5,12.1,16.3,0,0,43,,,,,,,,,,
-73.74,45.47,PETI,2023-09-26,2023,9,26,19,8.9,13.9,0.2,0,31,,,,,,,,,,
-73.74,45.47,PETI,2023-09-27,2023,9,27,21.1,6.5,13.8,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-28,2023,9,28,21.5,8.8,15.1,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-29,2023,9,29,20.1,11.3,15.7,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-09-30,2023,9,30,23.8,10.7,17.3,0.5,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-01,2023,10,1,25,12.6,18.8,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-02,2023,10,2,23.2,9.3,16.3,0.6,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-03,2023,10,3,26.8,16.9,21.9,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-04,2023,10,4,29.7,17.8,23.7,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-05,2023,10,5,28.6,17.6,23.1,0,0,31,,,,,,,,,,
-73.74,45.47,PETI,2023-10-06,2023,10,6,23.4,17.2,20.3,31.3,0,41,,,,,,,,,,
-73.74,45.47,PETI,2023-10-07,2023,10,7,17.4,9.4,13.4,63,0,54,,,,,,,,,,
-73.74,45.47,PETI,2023-10-08,2023,10,8,14.6,8.2,11.4,5.1,0,61,,,,,,,,,,
-73.74,45.47,PETI,2023-10-09,2023,10,9,13,8.1,10.5,0.4,0,46,,,,,,,,,,
-73.74,45.47,PETI,2023-10-10,2023,10,10,12.2,9.2,10.7,0.2,0,33,,,,,,,,,,
-73.74,45.47,PETI,2023-10-11,2023,10,11,12.2,8.5,10.3,1.8,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-12,2023,10,12,13.9,7.4,10.7,0,0,36,,,,,,,,,,
-73.74,45.47,PETI,2023-10-13,2023,10,13,16.9,6.1,11.5,0,0,31,,,,,,,,,,
-73.74,45.47,PETI,2023-10-14,2023,10,14,15,6.3,10.6,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-15,2023,10,15,12.7,6.3,9.5,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-16,2023,10,16,14.9,7.4,11.1,0,0,39,,,,,,,,,,
-73.74,45.47,PETI,2023-10-17,2023,10,17,14.2,7.5,10.8,0.8,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-18,2023,10,18,,,,,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-19,2023,10,19,16.6,11,13.8,0.4,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-20,2023,10,20,19,11.9,15.5,0,0,46,,,,,,,,,,
-73.74,45.47,PETI,2023-10-21,2023,10,21,14.5,8.6,11.6,14.6,0,37,,,,,,,,,,
-73.74,45.47,PETI,2023-10-22,2023,10,22,8.9,6,7.4,8.4,0,41,,,,,,,,,,
-73.74,45.47,PETI,2023-10-23,2023,10,23,10.2,4.7,7.5,1.4,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-24,2023,10,24,11.5,4.4,8,4.6,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-25,2023,10,25,19.5,10.3,14.9,3.3,0,40,,,,,,,,,,
-73.74,45.47,PETI,2023-10-26,2023,10,26,17.6,14.5,16.1,5.8,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-27,2023,10,27,20.1,14.3,17.2,0.3,0,34,,,,,,,,,,
-73.74,45.47,PETI,2023-10-28,2023,10,28,20.3,4,12.1,0.3,0,57,,,,,,,,,,
-73.74,45.47,PETI,2023-10-29,2023,10,29,5.9,3.5,4.7,1,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-10-30,2023,10,30,4.6,0.4,2.5,8,0,31,,,,,,,,,,
-73.74,45.47,PETI,2023-10-31,2023,10,31,4.5,-1.3,1.6,1.5,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-11-01,2023,11,1,2.4,-1.9,0.2,0.8,0,31,,,,,,,,,,
-73.74,45.47,PETI,2023-11-02,2023,11,2,8.2,-0.9,3.6,0.8,0,39,,,,,,,,,,
-73.74,45.47,PETI,2023-11-03,2023,11,3,13.5,4.6,9.1,1.1,0,49,,,,,,,,,,
-73.74,45.47,PETI,2023-11-04,2023,11,4,10.3,4.7,7.5,1,0,45,,,,,,,,,,
-73.74,45.47,PETI,2023-11-05,2023,11,5,8.5,0,4.3,1.3,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-11-06,2023,11,6,8.1,-3.4,2.4,0.3,0,41,,,,,,,,,,
-73.74,45.47,PETI,2023-11-07,2023,11,7,11.4,-0.1,5.6,8.7,0,74,,,,,,,,,,
-73.74,45.47,PETI,2023-11-08,2023,11,8,4.5,-1.8,1.3,3.2,0,37,,,,,,,,,,
-73.74,45.47,PETI,2023-11-09,2023,11,9,3.7,-1.5,1.1,5.3,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-11-10,2023,11,10,7.1,0.6,3.8,0.7,0,37,,,,,,,,,,
-73.74,45.47,PETI,2023-11-11,2023,11,11,2.4,-1.1,0.7,0.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-11-12,2023,11,12,0.7,-3.5,-1.4,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-11-13,2023,11,13,1.4,-5.8,-2.2,0.7,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-11-14,2023,11,14,3.9,-0.3,1.8,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-11-15,2023,11,15,10,1.1,5.5,0.8,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-11-16,2023,11,16,11.7,2,6.8,1,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-11-17,2023,11,17,14.3,3.2,8.8,6.4,0,49,,,,,,,,,,
-73.74,45.47,PETI,2023-11-18,2023,11,18,3.8,0.9,2.4,0.9,0,33,,,,,,,,,,
-73.74,45.47,PETI,2023-11-19,2023,11,19,5.3,-3.7,0.8,0.5,0,44,,,,,,,,,,
-73.74,45.47,PETI,2023-11-20,2023,11,20,0.3,-5.8,-2.8,1.5,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-11-21,2023,11,21,2.8,-6.4,-1.8,11.2,0,46,,,,,,,,,,
-73.74,45.47,PETI,2023-11-22,2023,11,22,6.3,1.2,3.8,11,0,38,,,,,,,,,,
-73.74,45.47,PETI,2023-11-23,2023,11,23,5.4,1.3,3.3,0.4,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-11-24,2023,11,24,1.7,-8.1,-3.2,1,0,42,,,,,,,,,,
-73.74,45.47,PETI,2023-11-25,2023,11,25,3.5,-8.4,-2.5,1.7,0,38,,,,,,,,,,
-73.74,45.47,PETI,2023-11-26,2023,11,26,4.9,-1.5,1.7,8.6,0,43,,,,,,,,,,
-73.74,45.47,PETI,2023-11-27,2023,11,27,5.5,0.5,3,4.3,0,48,,,,,,,,,,
-73.74,45.47,PETI,2023-11-28,2023,11,28,0.6,-5.3,-2.4,0.2,0,51,,,,,,,,,,
-73.74,45.47,PETI,2023-11-29,2023,11,29,0.8,-7.9,-3.6,1,0,47,,,,,,,,,,
-73.74,45.47,PETI,2023-11-30,2023,11,30,6.9,-0.1,3.4,0,0,43,,,,,,,,,,
-73.74,45.47,PETI,2023-12-01,2023,12,1,8.4,3,5.7,4,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-02,2023,12,2,3,-0.4,1.3,2.5,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-03,2023,12,3,0.1,-1.7,-0.8,9.7,0,35,,,,,,,,,,
-73.74,45.47,PETI,2023-12-04,2023,12,4,-1,-3.8,-2.4,7.2,19,34,,,,,,,,,,
-73.74,45.47,PETI,2023-12-05,2023,12,5,-3.8,-8.3,-6,0.4,20,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-06,2023,12,6,-6.5,-11.7,-9.1,2.3,17,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-07,2023,12,7,-7.1,-11.6,-9.3,0.5,16,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-08,2023,12,8,-3.5,-7.4,-5.5,0,15,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-09,2023,12,9,6,-6.3,-0.1,0,14,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-10,2023,12,10,6.3,1.9,4.1,14.3,9,33,,,,,,,,,,
-73.74,45.47,PETI,2023-12-11,2023,12,11,1.9,-4.8,-1.4,9.2,3,41,,,,,,,,,,
-73.74,45.47,PETI,2023-12-12,2023,12,12,4.3,-5.4,-0.5,0.4,2,42,,,,,,,,,,
-73.74,45.47,PETI,2023-12-13,2023,12,13,1.1,-6.9,-2.9,1,1,47,,,,,,,,,,
-73.74,45.47,PETI,2023-12-14,2023,12,14,2.8,-7.5,-2.3,0.8,1,37,,,,,,,,,,
-73.74,45.47,PETI,2023-12-15,2023,12,15,8.1,2.6,5.4,0,1,46,,,,,,,,,,
-73.74,45.47,PETI,2023-12-16,2023,12,16,4.9,-1.5,1.7,1,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-17,2023,12,17,8.4,-0.6,3.9,13.8,0,47,,,,,,,,,,
-73.74,45.47,PETI,2023-12-18,2023,12,18,9.4,5.3,7.3,51.2,1,37,,,,,,,,,,
-73.74,45.47,PETI,2023-12-19,2023,12,19,5.3,-5.6,-0.2,1.7,0,37,,,,,,,,,,
-73.74,45.47,PETI,2023-12-20,2023,12,20,-1.2,-5.9,-3.5,0,0,41,,,,,,,,,,
-73.74,45.47,PETI,2023-12-21,2023,12,21,-3.9,-9.2,-6.5,1,0,39,,,,,,,,,,
-73.74,45.47,PETI,2023-12-22,2023,12,22,-4.1,-10.1,-7.1,2.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-23,2023,12,23,-0.8,-8.4,-4.6,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-24,2023,12,24,2.1,-1.5,0.3,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-25,2023,12,25,5.4,1.1,3.2,1.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-26,2023,12,26,7.2,3.1,5.1,1,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-27,2023,12,27,4.3,1.1,2.7,2.9,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-28,2023,12,28,3.5,0.9,2.2,1.2,0,33,,,,,,,,,,
-73.74,45.47,PETI,2023-12-29,2023,12,29,2.4,1.1,1.8,5.9,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-30,2023,12,30,1.4,-4.2,-1.4,1.7,0,0,,,,,,,,,,
-73.74,45.47,PETI,2023-12-31,2023,12,31,-4.1,-5.2,-4.7,0.2,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-01,2024,1,1,-4.4,-7.5,-5.9,0.3,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-02,2024,1,2,0.9,-5,-2,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-03,2024,1,3,2,-0.3,0.9,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-04,2024,1,4,1.5,-11.4,-4.9,1,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-05,2024,1,5,-1.7,-13,-7.4,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-06,2024,1,6,-2.6,-10,-6.3,2,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-07,2024,1,7,-6.2,-8.9,-7.5,6.9,10,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-08,2024,1,8,-2.3,-9.7,-6,0,13,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-09,2024,1,9,1.7,-7.1,-2.7,13.7,12,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-10,2024,1,10,5.9,-3,1.5,9,16,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-11,2024,1,11,-3,-6.8,-4.9,0,8,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-12,2024,1,12,-2.3,-8.8,-5.6,0.6,8,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-13,2024,1,13,2,-6.7,-2.4,13.1,12,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-14,2024,1,14,-1.8,-6.5,-4.1,0.7,17,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-15,2024,1,15,-5.1,-8.2,-6.6,0,17,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-16,2024,1,16,-6.3,-13.1,-9.7,2.8,17,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-17,2024,1,17,-8.4,-14.4,-11.4,1,20,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-18,2024,1,18,-6.5,-11.4,-8.9,0,19,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-19,2024,1,19,-9.9,-17.2,-13.5,0,19,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-20,2024,1,20,-10.7,-17.5,-14.1,0,19,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-21,2024,1,21,-11.5,-15,-13.2,0,20,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-22,2024,1,22,-0.3,-15.4,-7.8,0,19,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-23,2024,1,23,-0.1,-9.2,-4.7,0,19,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-24,2024,1,24,-3.8,-11.1,-7.5,0,20,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-25,2024,1,25,0.6,-4.1,-1.8,0,21,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-26,2024,1,26,0.6,-0.8,-0.1,0,20,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-27,2024,1,27,1.3,-0.7,0.3,0,19,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-28,2024,1,28,2.1,-0.6,0.7,0,18,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-29,2024,1,29,0.1,-3.4,-1.6,0,18,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-30,2024,1,30,-3.4,-9.7,-6.5,0,18,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-01-31,2024,1,31,2.7,-7.7,-2.5,0,18,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-01,2024,2,1,2.9,0.3,1.6,1.6,18,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-02,2024,2,2,1,-4.5,-1.7,0,18,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-03,2024,2,3,-2.8,-9.5,-6.1,0,17,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-04,2024,2,4,0.5,-12.3,-5.9,0,17,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-05,2024,2,5,1.1,-11.9,-5.4,0,17,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-06,2024,2,6,0.9,-10.5,-4.8,0,17,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-07,2024,2,7,-0.6,-11.7,-6.1,0,17,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-08,2024,2,8,5.3,-3,1.2,0,17,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-09,2024,2,9,6.9,-1.1,2.9,0,17,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-10,2024,2,10,7.6,2,4.8,0.4,14,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-11,2024,2,11,3.2,1.2,2.2,0,9,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-12,2024,2,12,1.6,-4.7,-1.5,0,8,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-13,2024,2,13,2.1,-7.4,-2.7,0,7,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-14,2024,2,14,-4.5,-10.6,-7.6,0,8,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-15,2024,2,15,-3.4,-10.2,-6.8,0,8,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-16,2024,2,16,-2.1,-8.8,-5.5,0,13,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-17,2024,2,17,-7.9,-15.2,-11.6,0,14,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-18,2024,2,18,-1.6,-15.8,-8.7,0,13,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-19,2024,2,19,-6.5,-16.9,-11.7,0,11,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-20,2024,2,20,-6.2,-15.2,-10.7,0,12,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-21,2024,2,21,4.3,-13.4,-4.5,0,12,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-22,2024,2,22,3.1,0.2,1.7,0.5,12,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-23,2024,2,23,5.6,-10,-2.2,0,9,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-24,2024,2,24,-8.7,-15.6,-12.1,0,6,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-25,2024,2,25,1.6,-14.3,-6.3,0,5,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-26,2024,2,26,4.7,-3.1,0.8,0,5,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-27,2024,2,27,14.6,-2.9,5.9,0,3,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-28,2024,2,28,15.1,-11.9,1.6,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-02-29,2024,2,29,-8.6,-12.4,-10.5,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-03-01,2024,3,1,0.3,-12.2,-6,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-03-02,2024,3,2,3.1,-7,-1.9,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2024-03-03,2024,3,3,9.3,0,4.6,0,0,0,,,,,,,,,,
